"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 15 17:35:10 GMT 2021","Sun Aug 15 17:35:26 GMT 2021","15365","tests","con_tc_001_test","","","","test_tc_001_registration",""
"passed","Sun Aug 15 17:35:26 GMT 2021","Sun Aug 15 17:35:33 GMT 2021","7095","tests","con_tc_002_test","","","","test_tc_002_sign_in",""
